name,alt_standard_price,default_code,profit_margin_1,profit_margin_2,profit_margin_3,profit_margin_4,freight_1,freight_2,freight_3,freight_4
Resistencia vidrio 10 pulg 110v 120w 43-0024,"1,37",10300010,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 10 pulg 110v rgc,0,10300160,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric 29.5 cm nuv276,"5,47",10300031,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric con bimetalico wr51x442 rgc,"10,5",10300035,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric con bimetalico wr51x443 rgc,11,10300034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric doble con base wr51x10101 rgc,"5,83",10300029,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric sola con base,"5,382",10300008,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric sola con base wr51x10053,"6,89",10300028,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric sola con base wr51x10053 rgc,"4,5",10300030,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric sola con base wr51x10055,"5,94",10300009,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v general electric sola con base wr51x10055 725w rgc,"4,72",10300032,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-261,"4,79",10300006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-261 550w rgc,0,10300201,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-263 630w rgc,0,10300203,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-264 550w rgc,"3,78",10300204,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-267 550w rgc,0,10300207,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-303,"5,39",10300027,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-303 615w rgc,0,10300213,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-306,"4,28",10300005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v qhc-306 775w rgc,0,10300216,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 110v sh-307 425w,"6,01",10300007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 12 pulg 110v 130w 43-0025,"1,49",10300011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 12 pulg 110v rgc,0,10300162,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 13 pulg 110v 140w 43-0026,"1,31",10300012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 14 pulg 110v 150w 43-0027,"1,56",10300013,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 14 pulg 110v rgc,0,10300164,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 16 pulg 110v 170w 43-0028,"1,63",10300015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 16 pulg 110v rgc,0,10300166,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 17 pulg 110v 180w 43-0029,"1,56",10300019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 18 pulg 110v 200w 43-0030,"2,74",10300016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 18 pulg 110v rgc,0,10300168,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 19 pulg 110v 180w 43-0031,"2,3",10300020,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 20 pulg 110v 180w 43-0032,"3,1",10300017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 20 pulg 110v rgc,0,10300170,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 22 pulg 110v 180w 43-0033,"2,16",10300018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 57 cm 110v srl-263,"3,06",10300004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Resistencia vidrio 60 cm 110v srl-267,"3,71",10300003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Rociador manual de quimico  lts,"7,36",19900011,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rociador manual de quimico 2 lt best value,"8,5",19900012,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Rodachines para puerta cava vitrina aluminio kason,"0,52",12290036,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Rodachines para puerta cava vitrina bronce,"0,25",12290035,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Rodamiento uso general 608-2rs kfb,0,06250006,"0,75","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Rodamiento uso general 6201-2rs 1/2 pulg fbj,"0,88",06250004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Rodamiento uso general 6201-zz kfb,"1,3",06250007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Rolinera a/a para turbina split 608zz universal,"0,5",06250001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Rolinera a6 - r4 - v5 - ht6 gm corsa 1996 -1998 optra aveo 40x62x20,"3,76",01760001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera daewoo tico - matiz gm swift,"3,23",01760002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera dkk - abacus 505 - 708 - 709 gm corsa 1999 - 2003 cb-2502 35x55x20 mm,"3,56",01760003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera dkk fiat premio - uno 35x55x20,"2,39",01760004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera fx15 - fs10 - york - ford fiesta - explorer 30x55x23,"3,49",01760007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera gm corsa 2004 - 2006,"3,49",01760008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera kia,0,01760015,"0,8","0,85","0,9","0,91","0,9","0,9","0,9","0,9"
Rolinera nipond - abacus 508 toyota corolla 40x62x24,"3,62",01760010,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Rolinera nipond 10pa15 - 10pa17 toyota starlet,"3,56",01760011,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Saca gusanillo universal r-12 - r-134a,"0,57",01540017,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga s-1.5 hasta 1.5hp rgc,28,12280001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga s-1.5 hasta 1.5hp rgc detal,"18,67",12280061,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga s-125 de 61hp hasta 125hp rgc,0,12280009,0,0,0,0,"0,85","0,85","0,85","0,85"
Sellador de fuga s-15 de 6hp hasta 15hp rgc,"49,21",12280005,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Sellador de fuga s-30 de 16hp hasta 30hp rgc,"73,82",12280007,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Sellador de fuga s-5 de 1.5 hasta 5hp rgc,34,12280003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga s-5 de 1.5 hasta 5hp rgc detal,"22,21",12280063,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga s-60 de 31hp hasta 60hp rgc,0,12280008,0,0,0,0,"0,85","0,85","0,85","0,85"
Sellador de fuga y deshidratador sd-1.5 hasta 1.5hp rgc,"24,6",12280021,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga y deshidratador sd-125 61hp hasta 125hp rgc,0,12280029,0,0,0,0,"0,85","0,85","0,85","0,85"
Sellador de fuga y deshidratador sd-15 6hp hasta 15hp rgc,"62,4",12280025,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Sellador de fuga y deshidratador sd-30 16hp hasta 30hp rgc,"93,5",12280027,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Sellador de fuga y deshidratador sd-5 1.5hp hasta 5hp rgc,"35,68",12280023,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sellador de fuga y deshidratador sd-60 31hp hasta 60hp rgc,0,12280028,0,0,0,0,"0,85","0,85","0,85","0,85"
Sello a6 - r4 gm blazer,"1,36",01780001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello abacus 505 estopera,"2,49",01780002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello abacus 505 mecanico,"1,43",01780003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello abacus 508 carbon,"3,07",01780005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello abacus 508 teflon,"1,74",01780004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello abacus 709,"1,83",01780006,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello de goma gm a6,"3,53",01780007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello fx15 - fs10 ford fiesta - explorer,"1,86",01780011,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello ht6 gm cheyenne - gran blazer 2001 - 2002,"1,55",01780013,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello ht6 gm doble lip seal,"1,85",01780014,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello nipond 10p15 - 10p13 - 6p148 toyota corolla,"1,53",01780016,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello nipond 10pa15 - 10pa17 - 10pa20,"2,48",01780017,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello v-5 daewoo gm gran vitara - steem,"4,32",01780018,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello v-5 solo sin reten gran vitara - steem,"1,74",01780019,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sello v7 gm,"1,32",01780020,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Sensor a/a split 12000 btu universal,0,06280009,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 12000-24000 btu universal 10 ohm doble cable separados rgc,"0,52",06280007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 12000-24000 btu universal 15 ohm,0,06280008,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 12000-24000 btu universal 15 ohm,"0,91",06280004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 12000-24000 btu universal 5 ohm rgc,"0,52",06280006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 12000-24000 btu universal 5 ohm solo cable  punta cobre,"0,95",06280002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 12000-24000 btu universal 9 ohm solo cable  punta negra,"0,95",06280005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split 18000 btu universal,0,06280010,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split electrolux,0,06280016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split lg 9.2 ohm,0,06280017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split lg 9.5 ohm,0,06280018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split midea,0,06280011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sensor a/a split samsung,0,06280015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 1 1/8 pulg fdw-55889a rgc,"30,19",12340018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 1 1/8 pulg qas-55889 quality,"53,25",12340007,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Separador de aceite 1 3/8 pulg fdw-559011 rgc,"32,85",12340015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 1/2 pulg fdw-55824 rgc,"24,68",12340012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 2 1/8 pulg,"81,92",12340010,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Separador de aceite 5/8 pulg fdw-5302 rgc desarmable,"34,29",12340013,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 5/8 pulg fdw-55855a rgc,"26,04",12340016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 5/8 pulg s-5885 quality - apli parts,"50,87",12340003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 7/8 pulg fdw-5303 rgc desarmable,"35,63",12340014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 7/8 pulg fdw-55877a rgc,"29,45",12340017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Separador de aceite 7/8 pulg qas-55877 quality,"51,35",12340005,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Servicio tecnico,0,SERVICIOTEC,0,0,0,0,"0,9","0,9","0,9","0,9"
Set de limpieza para consola split hasta 24000 btu rgc,"14,5",19900014,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set de limpieza para consola split hasta 36000 btu rgc,17,19900016,"0,75","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set de limpieza para consola split hasta 36000 btu wipcool,"16,29",19900015,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 36 pulg 3000 psi hongsen,"7,5",19470021,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 36 pulg 3000 psi rgc,"4,65",19470003,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 36 pulg 4000 psi r410a hongsen,"8,02",19470019,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 60 pulg 3000 psi hongsen,"10,65",19470022,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 60 pulg 3000 psi rgc,"6,15",19470007,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 60 pulg 4000 psi 410a corta wipcool,"15,83",19470010,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 60 pulg 4000 psi r410a hongsen,"10,9",19470020,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 72 pulg 3000 psi hongsen,"11,94",19470023,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Set manguera para manometro 72 pulg 3000 psi rgc,"8,07",19470008,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Silica 155mm x 2 mm para filtro secador,0,12200088,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Silicon gris 72 gm mega grey,"2,77",12310029,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Sirena electronica 12v sir-12v breakermatic,7,10281081,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Socate con  macho e27,"1,04",10130003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Soldadura de aluminio 1/16 fina especial para evaporadores,"0,12",12330013,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de aluminio 1/8 pulg con fundente,"1,98",12330014,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de aluminio 1/8 pulg sin fundente,"1,65",12330012,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de bronce 1/16 pulg,"0,58",12330011,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de bronce 1/8 pulg con fundente,"1,98",12330015,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de bronce 1/8 pulg sin fundente,"1,44",12330017,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de bronce 3/32 pulg  sin fundente,"0,54",12330018,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de bronce 3/32 pulg con fundente corta,"0,9",12330019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Soldadura de bronce 3/32 pulg con fundente larga,"1,15",12330016,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de plata corta 0 %,"0,52",12330001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Soldadura de plata corta 0 %,"0,46",12330003,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de plata corta 0 % un kilo rgc,"21,58",12330050,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Soldadura de plata corta 15 %,"4,41",12330007,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de plata corta 15 % un kilo rgc,"130,955",12330053,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Soldadura de plata corta 2 %,"0,84",12330005,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura de plata corta 2 % un kilo rgc,"48,96",12330052,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Soldadura de plata corta 5 % un kilo rgc,"73,571",12330051,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Soldadura de plata corta 5%,"1,28",12330006,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Soldadura laco para aluminio 11.7 gm barra usa,"15,2106",12330020,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Sombrerete licuadora oster,"0,2",50300021,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Sonda de temperatura con pinzas para manometro hongsen,"7,26",19450090,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Sonda eks-112 danfoss,0,10281332,"0,8","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Sonda para controlador full gauge,0,10281895,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Sonda para controladores breakermatic,"4,79",10281095,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Soporte de platina nevera whirlpool 2196100,"2,14",10130016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Soporte para latas 1/4 sae - mx 1/4 saef 1kgr rgc,"8,66",19900034,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Switch ax6001 20 amp 4 polos aspen pumps,"22,33",10320010,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch ax6002 32 amp 4 polos aspen pumps,"22,33",10320011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch ax6003 40 amp 4 polos aspen pumps,"22,33",10320012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch ax6004 63 amp 3 polos aspen pumps,"22,33",10320013,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch ax6104 63 amp 4 polos aspen pumps,"22,33",10320014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch nevera qsw188-2,"2,99",10320001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch nevera wp1118894,2,10320003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch nevera wr23x186,"3,3",10320002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Switch palanca universal,"1,6",01800003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Switch perilla universal,"3,94",01800004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Switch push universal,"2,86",01800007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Switch qsw188-12 luz -  ventilador orginal nevera,"0,62",10320006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tablreros electornicos mano de obrasss,0,TEMO02,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Tapa para toma corriente 1 polo 250v beige,"0,22",10460011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapa plastica ciega para caja de 2 x 4 pulg,"0,25",10460012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapa roscable de bronce 1/4 pulg flare,"1,0605",11850001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapa roscable de bronce 3/8 pulg fleare,0,11850003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapon alta rojo r-134a,"0,09",01840002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Tapon baja azul r-134a,"0,08",01840003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Tapon baja negro r-12,"0,04",01840004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Tapon baja negro r-134a,"0,04",01840005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Tapon roscable de bronce 1/2 pulg npt,"0,83",11870007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapon roscable de bronce 1/4 pulg flare,"0,3838",11870001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapon roscable de bronce 1/4 pulg npt,"0,35",11870005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tapon roscable de bronce 1/4 pulg regulador de cocina,"0,26",11870008,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a portatil 12000 btu 110v ecox,0,06320033,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a portatil 9000 btu 110v ecox,0,06320032,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 110-220v universal sin display,"12,5",06320024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 110v-220v universal display cud88,18,06320025,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000 btu 110v ecox display,27,06320012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000 btu 220v chigo cs-35c2,0,06320035,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000-24000 btu 220v,0,06320039,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000-24000 btu 220v,0,06320026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000-24000 btu 220v qd-u02b universal,"8,9",06320029,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000-24000 btu 220v qd-u05pg+ universal con caja led,"9,31",06320028,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Tarjeta a/a split 12000-24000 btu 220v universal display caja azul,"15,71",06320030,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
