name,alt_standard_price,default_code,profit_margin_1,profit_margin_2,profit_margin_3,profit_margin_4,freight_1,freight_2,freight_3,freight_4
Compresor scroll 36000 btu r-22 220v ph1 copeland zr36kc-pfv-250,222,14800012,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 36000 btu r-22 220v ph3 copeland zr36k3-tf5-230,330,14800013,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 36000 btu r-410 220v ph1 sanyo c-sbp105h16a,280,14800011,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 380.000 btu 30 ton r-410 440v ph3 danfoss sh380a4abe,4900,14800052,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 38200 btu r-22 220v ph1 alta sanyo c-sbr120h16a,"279,3",14800037,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 48000 btu r-22 220v ph3 invotech ym70a7g-100,580,14800017,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 48300 btu r-22 220v ph1 copeland zr47k3-pfv,500,14800016,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 50400 btu r-22 220v ph3 copeland zr48kc-tf5,340,14800018,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 50800 btu r-22 220v ph1 copeland zr49kc-pfv,288,14800019,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 53669btu 8hp r-404 220v ph3 60hz m/b invotech ym132e7g-100,"706,14",14801116,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll 54300 btu r-410 220v ph3 copeland zp54k5e-tf5,1100,14800030,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 57000 btu r-410 220v ph3 danfoss hrh056u2lp6,900,14800010,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 57400 btu r-22 220v ph1 bristol usa h20r583abca,363,14800020,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 58000 btu r-22 220v ph1 alta panasonic c-sbr165h16a,"307,38",14800047,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor scroll 58000 btu r-22 220v ph3 alta panasonic c-sb353h6b,268,14800046,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 58500 btu r-22 220v ph3 copeland zr57k3-tf5,386,14800021,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 58600 btu r-22 220v ph1 copeland zr57kc-pfv,363,14800022,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 60000 btu r-22 220v 3ph lg sba061raa,318,14800045,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 60000 btu r-22 440v ph3 copelaweld,440,14800023,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 60000 btu r-410 220v ph1  sanyo c-sbp160h16a,300,14800041,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 61600 btu r-22 220v ph3 copeland zr60kc-tf5-450,400,14800029,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 61800 btu r-22 220v ph1 alta sanyo c-sbr165h16a,305,14800040,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 61800 btu r-22 220v ph3 alta panasonic / sanyo c-sb353h6b,263,14800039,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 62600 btu r-22 220v ph1 copeland zr61kc-pfv-250,400,14800028,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 7.5 hp r-22 440v ph3 c-sc603h8h sanyo,750,14800044,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 72000 btu r-22 220v ph3 copeland zr72kc-tf5,386,14800048,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 74328btu 10hp r-404 220v ph3 60hz m/b invotech ym182e7g-100,"749,02",14801119,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll 81322btu 12hp r-404 220v ph3 60hz m/b invotech ym200e7g-100,0,14801121,0,0,0,0,"0,85","0,85","0,85","0,85"
Compresor scroll 90000 btu r-22 220v ph3 alta sanyo panasonic c-sc583h6h,760,14800038,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 90000 btu r-22 220v ph3 copeland zr94kc-tf5,1680,14800031,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 90000 btu r-410 220v ph3 danfoss,1650,14800033,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 90400 btu r-22 440v ph3 copeland,1500,14800032,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll 9700btu 3hp r-404 220v ph1 60hz baja invotech yf20e3g-q100,"644,18",14801204,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll 9700btu 3hp r-404 220v ph3 60hz baja invotech yf20e7g-q100,"603,79",14801205,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 127793btu 10hp r-22 220v ph3 60hz invotech yh307a7g-100,"603,86",14801019,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 36440btu 3hp r-22 220v ph3 60hz invotech yh89a7-100,"257,88",14801005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll a/a 37047btu 3hp r-22 220v ph1 60hz invotech yh89a3-100,260,14801004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll a/a 39550btu 3hp r-410 220v ph1 60hz invotech yh95c3-100,"293,92",14801024,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 39550btu 3hp r-410 220v ph3 60hz invotech yh95c7-100,"299,68",14801025,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 52408btu 4hp r-22 220v ph1 60hz invotech  yh128a3-100,324,14801008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll a/a 61416btu 5hp r-22 220v ph1 60hz invotech yh150a3g-100,"268,79",14801012,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll a/a 61416btu 5hp r-22 220v ph3 60hz invotech yh150a7g-100,305,14801013,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor scroll a/a 62440btu 5hp r-410 220v ph1 60hz invotech yh150c3g-100,"289,59",14801032,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 62440btu 5hp r-410 220v ph3 60hz invotech yh150c7g-100,"283,83",14801033,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 95741btu 8hp r-410a 220v ph3 60hz invotech  yh230c7-100,0,14801036,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a 96157btu 8hp r-22 220v ph3 60hz invotech yh230a7g-100,"576,47",14801016,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor scroll a/a147774 btu 12hp r-22 220v ph3 60hz invotech yh355a7g-100,0,14801021,0,0,0,0,"0,85","0,85","0,85","0,85"
Compresor scroll inverter r-404 220v ph3 60hz m/b invotech yim50e1g-q100,"428,39",14804005,"0,8","0,8","0,85","0,9","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2  hp 6269 btu  r404a 208v-230v ph1 60hz  lbp  cubigel  españa ms34ff con valvula,"205,08",14200287,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-22 220v ph1 m-a copeland cs10k6e-pfv-5,140,14200006,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 1 1/2 hp r-22 220v ph1 m-a embraco j7240f,168,14200007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-22 220v ph1 m-a tecumseh frances caj-4517e 2647 con valvula,300,14200008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-22 220v ph1 m-b copeland cf04k6e-pfv-5,140,14200009,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-22 220v ph1 m-b danfoss maneurop mt-18-1,"415,88",14200010,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-404 220v ph1 m-a embraco j/nj 9238gk,168,14200261,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-404a 220v ph1 b-b tecumseh usa tya2446zes,140,14200014,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2 hp r-404a 220v ph1 m-b tecumseh usa awa7512zxd,140,14200015,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/2+  hp 21.110 btu/h r-404a 220v ph1 csr hmbp cubigel españa ms34tg con valvula,233,14200271,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1 1/4 hp r-404a 110v ph1 m-b tecumseh frances caj-9513z,0,14200254,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 1 3/8 hp 16019 btu/h r-404a 220v ph1 hmbp cubigel españa ms26tg,"205,15",14200285,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp  4643 btu/h r-404a r-507 220v ph1 csr lbp cubigel españa ms26ff con valvula,"202,66",14200284,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp 11825 btu/h r-134a 220v ph1 csr hmbp cubigel españa gs30tg con valvula,"175,66",14200266,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp 12003 btu/h r-404a 220v ph1 csr hmbp cubigel españa mx21tga,"124,14",14200270,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp r-134a 110v ph1 m-a embraco nj6220z,"67,2",14200026,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp r-22 110v ph1 m-a embraco t7223g,64,14200027,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp r-404a 110v ph1 baja tecumseh frances caj-9510z,170,14200255,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1 hp r-404a 220v ph1 b-b bristol usa,0,14200036,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 1+ hp 13571 btu/h r-134a 220v ph1 csr hmbp cubigel españa gs34tf con valvula,"208,05",14200267,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1+ hp 16019 btu/h r-22 220v ph1 csr hmbp cubigel españa ms26tg con valvula,176,14200278,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 - 3/4 hp 2.960 btu/h r-404a r-507 110v ph1 csr lbp cubigel españa mpt14ld,"91,56",14200273,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp  6190 btu  r-134a  110/60hz  hmbp  cubigel españa gpy16rdb,"86,96",14200286,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 1314 btu/h r-134a 110v ph1 csir lbp donper k390bz1,0,14090205,"0,8","0,8","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 1508 btu/h r-134a 110v ph1 csr lmbp cubigel españa gpy14ndb,"89,94",14200262,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 2501 btu/h r-404a r-507 220v ph1 csir lbp cubigel españa mp14fg,"90,01",14200282,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 2580 btu/h r-404a r-507 110v ph1 csr lbp cubigel españa mpt12ld,"80,5",14200272,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 3119 btu/h r-404a r-507 220v ph1 csr lbp cubigel españa mpt14lf,85,14200288,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 5247 btu/h r-22 220v ph1 csr hbp cubigel españa p12tn,"71,6835",14200290,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 5821 btu/h r-134a 110v ph1 csir hmbp cubigel españa gpy14rda,"85,35",14200281,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 5971 btu/h r-134a 110v ph1 csir hmbp donper ne6213ck,0,14090208,"0,8","0,8","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 6269 btu/h r-404a 220v ph1 csr hmbp cubigel españa mp12tg,83,14200268,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp 6305 btu/h r-22 110v ph1 csr hbp cubigel españa p12tn,"120,08",14200280,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp r-134a 220v ph1 m-b tecumseh frances caj4461y con valvula,80,14200062,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp r-404a 220v ph1 b-b tecumseh frances cae-2424z,80,14200071,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1/2 hp r-404a 220v ph1 b-b tecumseh usa aja2425zxd,"64,5",14200072,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 1/2+ hp 6.190 btu/h r-134a 220v ph1 csr hbp cubigel españa gpt16rg,"80,37",14200263,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/2+ hp 6.686 btu/h r-404a 220v ph1 csr hbp/hmbp cubigel españa mlt12rg,"93,72",14200289,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 1/4 hp 1.663 btu/h r-290 115v 60hz 3 tubos. lmbp cubigel nuy80nra,85,14300105,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 10 1/2 hp r-22 440v ph3 m-a maneurop mt-125-4v sin valvulas,1900,14200124,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 10 hp r-22 220v ph3 m-b tecumseh frances tagd-4612t,1250,14200074,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 10.5 hp r-22 220v ph3 m-b danfoss maneurop mt-125-3,2300,14200073,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 10.5 hp r-22 440v ph3 m-a danfoss maneurop mt-125-4,2000,14200259,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 120000 btu r-22 220v ph3 bristol usa,1180,14200251,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 15000 btu r-22 220v ph1 alta bristol usa h23b15qabcb,125,14200095,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 15000 btu r-22 220v ph1 alta tecumseh usa aka5515exa aj5515f,125,14200099,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 16100 btu r-22 220v ph1 alta copeland cr16kq-pfv,125,14200100,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 18000 btu r-22 220v ph1 alta tecumseh usa aja5518exd aj5518e,140,14200103,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 18400 btu r-22 220v ph1 alta copeland cr18kq-pfv,250,14200104,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 19000 btu r-22 220v ph1 alta bristol usa h23b19qabca,140,14200105,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 19000 btu r-22 220v ph1 alta tecumseh usa aw5519e aj5519e,140,14200107,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 2 1/2 hp r-22 220v ph1 m-b danfoss maneurop mt-28-1,"406,85",14200111,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 2 1/2 hp r-404a 220v ph1 m-a copeland cs18k6e-pfv,0,14200112,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 2 hp r-22 220v ph1 m-b danfoss maneurop mt-22-1,"360,64",14200116,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 2 hp r-22 220v ph3 m-b danfoss maneurop mt-22-3,575,14200118,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 2 hp r-404a 220v ph3 b-b tecumseh frances tfh-2480z con valvula,0,14200249,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 2 hp r-502 220v ph1 m-b tecumseh usa ah2480j,"125,49",14200122,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 2.770 btu/h r-290 220v 60hz 3 tubos. lbp cubigel npy14lfb,94,14300120,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 2.956 btu/h r-290 220v 60hz 3 tubos. lbp cubigel npt16nf,"170,5",14300125,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 2/3 hp r-134a 110v ph1 m-a tecumseh brasil tya4466yds con valvula,0,14200123,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 22000 btu r-22 220v ph1 alta bristol usa h23b22qabca,"183,54",14200127,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 22000 btu r-22 220v ph1 alta copeland cr22kq-pfv,"183,54",14200128,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 24000 btu r-22 220v ph1 alta bristol usa h29b24uabcb,250,14200130,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 24000 btu r-22 220v ph1 alta copeland cr24k6-pfv-230,200,14200131,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 24000 btu r-22 220v ph1 alta tecumseh usa aw5524e,175,14200133,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3 hp r-22 220v ph1 m-b danfoss maneurop mt-36-1,622,14200139,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3 hp r-22 220v ph3 m-b danfoss maneurop mt-36-3,282,14200141,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 3 hp r-404 220v ph1 m-b danfoss maneurop mtz-36-1,780,14200138,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3 hp r-404a 220v ph3 b-b tecumseh frances tag-2516z,835,14200144,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3.5 hp r-404a 220v b-b danfoss maneurop ntz-096,915,14200120,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3/4 hp 8253 btu/h r-134a 220v ph1 csir hmbp cubigel esapaña gx23tf,"117,99",14200264,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 3/4 hp 9424 btu/h r-404a 110v ph1 csr hmbp cubigel españa mx16te,1290,14200275,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3/4 hp r-12 110v ph1 m-a embraco j6220a,"67,2",14200021,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3/4 hp r-134 220v ph1 m-a embraco t/nt 6217z,"67,2",14200260,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3/4 hp r-404a 110v ph1 b-b tecumseh frances caj-2432z con valvula,165,14200167,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 3/4+ hp 10817 btu/h r-404a 220v ph1 csr hmbp cubigel españa mx18tga,"139,54",14200269,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 3/4+ hp 4266 btu/h r-404a r-507 220v ph1 csr lbp cubigel españa mx23fga,"123,35",14200283,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 3/4+ hp 9607 btu/h r-22 220v ph1 csr hbp cubigel españa x18tna,"165,48",14200277,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 3/4+ hp 9920 btu/h r-134a 220v ph1 csir hmbp cubigel españa gs26tg con valvula,"169,11",14200265,"0,75","0,75","0,82","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 34300 btu r-22 220v ph1 alta copeland cr34kq-pfv,228,14200176,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 35000 btu r-22 220v ph1 alta bristol usa h29b36uabca,280,14200177,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 35000 btu r-22 220v ph1 alta tecumseh usa ava5535exn,490,14200178,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 35500 btu r-22 220v ph1 alta tecumseh usa avb5535exn,506,14200198,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Compresor sellado 36000 btu r-22 220v ph1 copeland cr36k6-pfv-260,176,14200180,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 36000 btu r-22 220v ph3 copeland cr36kq-tf5,380,14200179,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 38000 btu r-22 220v ph1 alta tecumseh usa ava5538exn,"281,75",14200182,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 38000 btu r-22 220v ph3 alta tecumseh usa av5538e,"295,8375",14200184,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 4 1/2 hp r-22 220v ph1 m-b danfoss maneurop mt-50-1,650,14200187,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 4 1/2 hp r-22 220v ph3 m-b danfoss maneurop mt-50-3,345,14200188,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 4 hp r-404a 220v ph3 b-b tecumseh frances tag-4546z,"794,49",14200189,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 4.464 btu/h r-290 115v 60hz 3 tubos. hbp/hmbp cubigel nly80rrb,76,14300110,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 40000 btu r-22 220v ph3 alta tecumseh frances tfh-5540e,0,14200191,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 410 btu/h r-600 110v 60hz 3 tubos lmbp cubigel china hyb60mhu42,50,14300305,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 41000 btu r-22 220v ph1 alta copeland cr41kq-pfv,310,14200193,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 41700 btu r-22 220v ph3 alta copeland cr41kq-tf5,365,14200194,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 46500 btu r-22 220v ph1 alta tecumseh usa av5546e,"319,9875",14200199,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 47600 btu r-22 220v ph3 alta copeland cr47kq-tf5,635,14200201,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 47900 btu r-22 220v ph1 alta copeland cr47kq-pfv,305,14200202,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 48000 btu r-22 220v ph3 alta copeland cs33k6e-tf5-522,305,14200203,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 49000 btu r-22 220v ph1 alta tecumseh usa avb5549exn,305,14200204,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 49000 btu r-22 220v ph3 alta tecumseh usa avb5549ext,345,14200205,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 5 1/2 hp r-22 220v ph1 m-b danfoss maneurop mt-64-1,1100,14200206,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 5 1/2 hp r-22 220v ph3 m-b danfoss maneurop mt-64-3,880,14200207,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 5 1/2 hp r-404 220v ph3 m-b maneurop mtz-64-3,910,14200208,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 5 hp r-404a 220v ph1 b-b danfoss maneurop ntz-136,1232,14200210,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 5 hp r-404a 220v ph3 baja danfoss maneurop ntz-136,1300,14200211,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Compresor sellado 5.036 btu/h r-290 115v 60hz 3 tubos. hbp/hmbp cubigel nly90rr,88,14300115,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 50700 btu r-22 220v ph1 alta bristol usa h23a503abca,"319,9875",14200212,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 529 btu/h r-600 110v 60hz 3 tubos lmbp cubigel china hys81mkr,52,14300300,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 53600 btu r-22 220v ph3 alta copeland cr53kq-tf5,"410,55",14200215,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 53600 btu r-22 440v ph3 alta copeland cr53kq-tfd,"410,55",14200216,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 54100 btu r-22 220v ph1 alta copeland cr53kq-pfv,"319,9875",14200217,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 55000 btu r-22 220v ph1 alta tecumseh frances ag-5553e,515,14200213,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 55000 btu r-22 220v ph1 alta tecumseh usa av5555e,"319,9875",14200218,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 55000 btu r-22 220v ph3 alta tecumseh usa av5555e,680,14200219,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 563 btu/h r-600 110v 60hz 3 tubos lbp donper su80xy1,0,14300363,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Compresor sellado 57500 btu r-22 220v ph3 alta bristol usa h28a583dbla,450,14200220,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 58500 btu r-22 220v ph1 alta tecumseh usa avb5558exn,"614,65",14200224,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 58500 btu r-22 220v ph3 alta tecumseh usa avb5558ext,690,14200225,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
