id,default_code,alt_standard_price,pricelist_item_type_1_margin,pricelist_item_type_2_margin,pricelist_item_type_3_margin,pricelist_item_type_4_margin,pricelist_item_type_5_margin,pricelist_item_type_1_freight,pricelist_item_type_2_freight,pricelist_item_type_3_freight,pricelist_item_type_4_freight,pricelist_item_type_5_freight
__export__.product_product_9194_1c171f0c,15500060,"3.000,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9195_3d7959c1,15500062,"6.338,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9196_f429ed2d,15500066,"0,00","0,75","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9197_e45614aa,15500077,"1.200,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9198_d6b627fb,15500079,"1.670,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9199_198571df,15500083,"235,31","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9200_4b09456d,15500084,"217,00","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9201_6fd86121,15500085,"217,00","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9202_91d5ea74,15500086,"289,06","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9203_14ec3e6c,15500087,"347,99","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9204_b759291a,15500088,"227,00","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9205_8e8783e4,15500089,"231,91","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9206_28d3fd33,15500090,"237,32","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9207_26f3e4f3,15500091,"187,00","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9208_c0db8480,15500092,"289,98","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9209_fe8f73ee,15500093,"343,85","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9210_9a5c3dc3,15500094,"371,86","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9211_84daef27,15500095,"451,65","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9212_da911349,15500096,"0,00","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9213_1dbf7dbc,15500097,"254,90","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9214_5c4a419b,15500098,"373,74","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9215_1915c7c4,15600001,"222,22","0,85","0,85","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9216_f72c89b2,15600002,"336,66","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9217_33411ca8,15600003,"466,99","0,80","0,80","0,85","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9218_3ddeefe8,15800002,"1.620,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9219_be6ea177,15800003,"1.900,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9220_3bdb31aa,15800004,"0,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9221_b1e2f342,15800005,"1.950,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9222_1f253272,15800006,"7.200,00","0,85","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9223_8a4c6458,15800008,"1.077,86","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9224_530e3a28,15800009,"1.142,34","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9225_0ccfbd00,15800010,"1.258,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9226_e5a2dfbb,15800011,"1.257,26","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9227_b0fcd924,15800012,"1.392,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9228_bb64b8f9,15800013,"1.577,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9229_7e813dc2,15800014,"2.315,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9230_2de93cb8,15800015,"2.847,92","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9231_d7042c41,15800016,"3.250,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9232_3f2c0e8f,15800020,"2.706,70","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9233_a644aa93,15800038,"0,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9234_672f45d1,15800039,"0,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9235_9430c284,15800040,"1.655,46","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9236_73a1759c,15800041,"1.581,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9237_949abce4,15800043,"1.825,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9238_4d912357,15800044,"2.948,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9239_3c636164,15800045,"3.265,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9240_ae7d3a6a,15900001,"1.139,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9241_6b85172e,15900002,"1.400,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9242_83cca9f1,15900003,"1.400,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9243_5719aea3,15900004,"1.697,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9244_ec542de2,15900005,"1.697,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9245_37c33832,15950015,"9.210,30","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9246_58d7c277,15950025,"11.796,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9247_434da131,15990003,"1.175,15","0,65","0,70","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9248_01e3e6a7,15990004,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9249_db51c7eb,15990005,"784,00","0,70","0,70","0,80","0,85","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9250_5edc6d32,15990010,"1.486,00","0,70","0,70","0,80","0,85","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9251_46cfec4f,15990015,"1.698,00","0,70","0,70","0,80","0,85","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9252_5cf3ba4b,15990035,"61,13","0,70","0,70","0,80","0,85","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9253_08dd25be,16010003,"45,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9254_06ffcdbb,16010007,"35,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9255_603a07ff,16010011,"18,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9256_8d53396e,16010013,"30,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9257_ad70a209,16010023,"30,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9258_c1f3e682,16050035,"50,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9259_3965d9b4,16090009,"10,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9260_0768a808,16110063,"80,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9261_f090aa98,16140021,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9262_cac35a2c,16160028,"400,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9263_2f6a6f59,16160033,"20,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9264_78075a62,16270008,"220,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9265_17ee6119,16310023,"145,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9266_9153083f,16800008,"10,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9267_718b2fed,19050001,"10,04","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9268_4f179171,19050002,"8,93","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9269_7b806054,19050003,"13,30","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9270_fe8aa04b,19050004,"20,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9271_090ddf80,19050009,"18,25","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9272_1396fbfb,19050012,"12,50","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9273_a7e67433,19050015,"9,66","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9274_c6be3217,19050028,"39,22","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9275_fa36b607,19050029,"29,03","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9276_45508d19,19150007,"3,60","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9277_b683cc43,19150008,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9278_e1ca890b,19150009,"9,01","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9279_afe58d3a,19150010,"2,42","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9280_cc6e7781,19150011,"4,02","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9281_6809a6a7,19150012,"6,10","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9282_d074e5b4,19150013,"9,62","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9283_9284b66d,19150014,"1,61","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9284_019b5c74,19150016,"3,46","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9285_246a536b,19150017,"8,37","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9286_ba1a0124,19150022,"3,04","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9287_8d740684,19200001,"0,74","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9288_246e1168,19200003,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9289_19dda3df,19220001,"91,08","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9290_3886f60e,19220002,"75,20","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9291_330dac2b,19220003,"150,12","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9292_32679f21,19220004,"130,44","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9293_c928f095,19220005,"202,25","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9294_c917c902,19220006,"115,05","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9295_1dcc8187,19220011,"594,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9296_b7094bd7,19220014,"121,47","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9297_df6d88da,19220015,"78,15","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9298_614307b1,19220023,"78,36","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9299_ed8426ab,19220024,"81,03","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9300_7dc94304,19220025,"80,28","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9301_9b0ddf87,19220026,"107,73","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9302_a2f06a45,19220027,"126,27","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9303_573ab37b,19220028,"134,34","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9304_b4208b44,19220029,"80,28","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9305_d3f3c032,19220039,"79,25","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9306_f8003ebe,19220040,"75,22","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9307_35a61381,19220041,"102,76","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9308_ec2d40bf,19220042,"136,86","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9309_fc6bca93,19220043,"151,18","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9310_ab04881e,19220044,"171,21","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9311_b27f8866,19220045,"186,74","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9312_33a89c42,19220046,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9313_503b4ca4,19220050,"236,06","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9314_2fdc2641,19220070,"447,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9315_630e7642,19220071,"417,08","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9316_aa58f5ef,19220072,"524,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9317_e3c5df37,19230001,"15,44","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9318_d5c66152,19230003,"2,96","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9319_36b139a4,19230006,"1,05","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9320_f3e6bcdd,19230007,"3,96","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9321_8da76022,19230009,"2,12","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9322_5c417490,19230011,"1,91","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9323_02a7f72c,19230012,"3,16","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9324_a9a14f3b,19230013,"3,61","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9325_2da8c6fc,19230014,"9,06","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9326_0e07c74f,19230015,"15,23","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9327_1e68390b,19230016,"14,23","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9328_98be26e2,19230020,"6,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9329_988b419a,19230021,"12,46","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9330_ccac9d67,19230022,"0,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9331_576410be,19250001,"0,46","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9332_eeedb7e1,19250002,"0,42","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9333_87e6a291,19250012,"1,91","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9334_53bfcf49,19250015,"7,15","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9335_59020aed,19260001,"33,02","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9336_c82aeea0,19260003,"9,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9337_69cd023b,19260004,"4,85","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9338_9ab02662,19260008,"0,93","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9339_6298e078,19260013,"3,34","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9340_d66983bb,19260016,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9341_b09fcafa,19260018,"2,01","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9342_2a2a3470,19260019,"6,23","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9343_b4809c31,19260022,"5,56","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9344_b962eee0,19260023,"1,40","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9345_9850cf78,19260024,"1,20","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9346_8a9720e6,19260025,"1,30","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9347_3b5cdba7,19260026,"1,40","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9348_facc4ddd,19260027,"1,20","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9349_401a9034,19270001,"30,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9350_f3da745f,19270002,"42,00","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9351_12555697,19280001,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9352_3439d82d,19280002,"5,46","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9353_1cd60609,19280003,"12,48","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9354_c82958f4,19280004,"4,44","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9355_cbf1be20,19280013,"0,71","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9356_99883cd4,19280020,"116,23","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9357_ffe0cca3,19280040,"74,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9358_afa05193,19340001,"0,50","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9359_5d624286,19340003,"0,50","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9360_a03a2bde,19340004,"2,54","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9361_ecc6fe8a,19340005,"3,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9362_4c438899,19340006,"85,64","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9363_c722b50c,19340007,"124,95","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9364_446f997c,19340008,"5,49","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9365_09fa7496,19340009,"6,39","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9366_e9b24672,19340015,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9367_6f31355f,19340016,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9368_c5ec7b0d,19350001,"18,99","0,70","0,75","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9369_6372e19e,19350010,"16,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9370_c31b062f,19400005,"2,58","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9371_4dc45abe,19400006,"2,58","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9372_6806561e,19400013,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9373_aed2f067,19400014,"2,95","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9374_fb1fa5b5,19400015,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9375_93f078f7,19400016,"2,71","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9376_8181f564,19400018,"6,18","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9377_91a4771b,19400019,"2,55","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9378_c2e95315,19400023,"1,91","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9379_10784c1e,19400024,"3,15","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9380_1a6afeda,19420003,"7,74","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9381_a89d67ac,19450002,"17,71","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9382_9bbfaff6,19450006,"17,44","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9383_36509b07,19450007,"22,93","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9384_50c69a7b,19450009,"22,26","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9385_f2401e1d,19450011,"0,00","0,70","0,75","0,80","0,81","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_9386_001012dc,19450012,"1,55","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9387_245155d9,19450013,"2,54","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9388_792c3c7c,19450014,"3,04","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9389_2a9519d8,19450015,"2,64","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9390_e7b7a5bc,19450017,"2,54","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9391_01bd1420,19450018,"2,80","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9392_74a526b1,19450019,"2,64","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9393_f7d94d6b,19450020,"0,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9394_370001b7,19450021,"0,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9395_fee51014,19450022,"6,00","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9396_750a922a,19450023,"6,20","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_9397_3c4a23c2,19450024,"3,28","0,80","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
